database/_name,database/__text,source-app/_name,source-app/__text,ref-type/_name,ref-type/__text,contributors/authors/author/0,contributors/authors/author/1,contributors/authors/author/2,contributors/authors/author/3,contributors/authors/author/4,contributors/authors/author/5,titles/title,periodical/full-title,pages,dates/year,dates/pub-dates/date,publisher,remote-database-name,urls/pdf-urls/url/0,urls/text-urls/url/0,custom3,contributors/authors/author/6,titles/secondary-title,volume,number,issue,titles/short-title,urls/text-urls/url/1,research-notes,custom2,contributors/authors/author/7,contributors/authors/author/8,contributors/authors/author/9,work-type,misc2,keywords/keyword/0,keywords/keyword/1,keywords/keyword/2,keywords/keyword/3,keywords/keyword/4,keywords/keyword/5,keywords/keyword/6,keywords/keyword/7,keywords/keyword/8,keywords/keyword/9,keywords/keyword/10,keywords/keyword/11,keywords/keyword/12,keywords/keyword/13,keywords/keyword/14,keywords/keyword/15,keywords/keyword/16,keywords/keyword/17,keywords/keyword/18,keywords/keyword/19,keywords/keyword/20,keywords/keyword/21,keywords/keyword/22,keywords/keyword/23,keywords/keyword/24,keywords/keyword/25,keywords/keyword/26,keywords/keyword/27,keywords/keyword/28,electronic-resource-num,abstract,keywords/keyword/29,keywords/keyword/30,keywords/keyword/31,keywords/keyword/32,keywords/keyword/33,keywords/keyword/34,keywords/keyword/35,keywords/keyword/36,keywords/keyword/37,keywords/keyword/38,keywords/keyword/39,keywords/keyword/40,keywords/keyword/41,keywords/keyword/42,urls/web-urls/url/0,access-date,isbn,custom1,misc1,language,contributors/authors/author/10,periodical/abbr-1,contributors/secondary-authors/author/0,contributors/secondary-authors/author/1,titles/tertiary-title,pub-location,keywords/keyword/43,keywords/keyword/44,contributors/secondary-authors/author/2,contributors/secondary-authors/author/3,contributors/secondary-authors/author/4,contributors/secondary-authors/author/5,contributors/secondary-authors/author/6,contributors/secondary-authors/author/7,contributors/secondary-authors/author/8,contributors/secondary-authors/author/9,contributors/secondary-authors/author/10,contributors/secondary-authors/author/11,contributors/authors/author/11,contributors/authors/author/12,contributors/authors/author/13,contributors/authors/author/14,contributors/authors/author/15,contributors/authors/author/16,contributors/authors/author/17,contributors/authors/author/18,contributors/authors/author/19,contributors/authors/author/20,contributors/authors/author/21,contributors/authors/author/22,contributors/authors/author/23,contributors/tertiary-authors/author/0
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Hansen, Lars Roen",,,,,,Planning and Control of Energy Efficient Manipulation Task for ABB 1600 robot,,,2016,2016,,ntnuopen.ntnu.no,C:\Users\StanS\Zotero\storage\6SVACCBB\Hansen - 2016 - Planning and Control of Energy Efficient Manipulat.pdf,C:\Users\StanS\Zotero\storage\ZEYE7D6B\2441145.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the ever increasing number of industrial robots in the world, working day and night producing and manufacturing, a need has arisen to make sure that these robots work energy efficient. This is both to make robots cost effective for businesses and environmentally friendly.

During the course of this thesis a method for planning an energy efficient velocity profile for an ABB IRB 1600 robot has been developed. This method does not only look at the assignment of velocity and acceleration along a path, but also the gain of energy efficiency that optimizing the position and orientation of a manipulation task have.

The result of this method shows that the optimal position and orientation gives a minimization of the movement of the second joint, and that at this optimal position the gain in energy efficiency of the optimal orientation is 161.1% from the horizontal plane. The optimal trajectory also have a 16.3% smaller energy consumption than a trajectory made by ABBs own motion planner in the optimal plane. Thus, the work done in this thesis optimize energy in two ways. 

Experiments were also performed to find the maximum and minimum torque for the first three joints of the robot. This was supposed to be used when constraining acceleration and jerk. These constraints were however excluded from the optimization scheme as the energy efficient trajectories obtained were nowhere close to the torque bounds. These experimental results are however greatly of interest when looking at time-optimal trajectories, and can be reused for this purpose.",,,,,,,,,,,,,,,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2441145,2020-03-27 15:17:30,,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,,,,,,,Optimal Low- Power Control Strategies for an Autonomous Piezoelectric Micro-Robot.,,,,,,,,C:\Users\StanS\Zotero\storage\QZFWAZNI\93856.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deepblue.lib.umich.edu/handle/2027.42/93856,2020-03-27 15:17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Book Section,5,"Nji, Klaus","Mehrandezh, Mehran",,,,,Energy Conservative Design and Nonlinear Control of Balance in a Hopping Robot,Nonlinear Approaches in Engineering Applications,421-474,2012,2012,Springer,Springer Link,,,,,Nonlinear Approaches in Engineering Applications,,,,,,,,,,,,,Inverted Pendulum,Feedback Linearization,Legged Robot,Linear Quadratic Regulator,Linear Quadratic Regulator Controller,,,,,,,,,,,,,,,,,,,,,,,,,,"The problem of nonlinear identification and energy conservative control of balance in a monopod is addressed in this chapter. A monopod is emulated using a concave balancing mechanism, referred to as the body, mounted on an inverted pendulum, referred to as the leg, via a hip joint. The body curvature, represented by ϕ, can be altered and is elected as the design parameter of interest as it is observed that at an optimal body span angle, ϕopt, certain interesting phenomena transpire: The linearized system is transformed from nonminimum to minimum phase (MP), the conditions for feedback linearization of the nonlinear model satisfied, and minimal mechanical power required for stability of the simulated model is observed. A nonlinear gray-box system identification routine is developed and implemented within MATLAB, to estimate certain immeasurable parameters that arise within the original system dynamics. To estimate the optimal angle ϕopt, another immeasurable parameter, the identification routine is further employed for various values of ϕ. A locus of the transfer function zeros is then used to interpolate the value of ϕ at which the system achieves MP behavior. At this configuration, the magnitude of the transfer function zeros become much larger in comparison with that of the largest pole and, therefore, has a negligible contribution to the phase characteristics of the system. After the experimental identification of ϕopt, a Linear Quadratic Regulator with integral action is design and implemented to achieve the control objectives, with the design parameters set as close as physically realizable to the optimal setting. A nonlinear controller based on Feedback Linearization is also designed and implemented to take advantage of one benefit of this proposed design. The performance of the nonlinear controller is also compared against that of the LQ Regulator. Analysis and documentation of the power savings from the proposed design, in relation to existing prototypes, is a subject of further works. Furthermore, the performance of the developed controllers can be further improved via careful tuning to meet more stringent control objectives.",,,,,,,,,,,,,,,https://doi.org/10.1007/978-1-4614-1469-8_14,2020-03-27 15:17:50,978-1-4614-1469-8,,,en,,,"Dai, Liming","Jazar, Reza N.",,"New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Wang, Liang","Sun, Wei",,,,,Design of Transmission Line Deicing Robot Hybrid Power System,2010 International Conference on E-Product E-Service and E-Entertainment,1-4,2010,November 2010,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\AT454MT4\5660533.html,2010 International Conference on E-Product E-Service and E-Entertainment,,2010 International Conference on E-Product E-Service and E-Entertainment,,,,,,,,,,,,,industrial robots,Robots,fault diagnosis,power management,Digital signal processing,power transmission lines,Power transmission lines,Hybrid power systems,Conferences,battery management systems,digital signal processing chips,DSP control,hardware configuration plan,hybrid power system,security alarm,SOC estimation,software control method,System-on-a-chip,transmission line deicing robot,,,,,,,,,,,10.1109/ICEEE.2010.5660533,"In view of the transmission line deicing robot's operating feature, a hybrid power system based on the DSP control is designed. This paper gives the system's hardware configuration plan and the software control method, realizes the monitor of power data, SOC estimation, power management, fault diagnosis and security alarm and other functions, to ensure the safe operation of the battery, and to improve runtime of the deicing robot working in the field.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,"CASATI, FABRIZIO",,,,,,ROS-based implementation and evaluation of an energy-aware multi-robot system for exploration,,,2018,2018-04-19,,,,C:\Users\StanS\Zotero\storage\WN29TP86\141160.html,,,,,,,,,,,,,,Laurea Magistrale / Specialistica,Laurea Magistrale / Specialistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMIGONI, FRANCESCO",,,,,,,,,,,,,,,https://www.politesi.polimi.it/handle/10589/141160,2020-03-27 15:18:20,,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Paes, Koen",,,,,,On-site identification and energy-optimal path planning of an IRB1600 industrial robot,,,2013,2013-09,,lirias.kuleuven.be,,C:\Users\StanS\Zotero\storage\7J622G58\1674749.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper presents a systematic methodology for on-site identification and optimal path planning of an industrial robot. The identification experiments are carried out on-site, in a quick, non-invasive way using an CA8335 Qualistar three-phase electrical networks analyser. Next, the collected data is used in an optimization routine that minimizes the Root-Mean-Square error between the experimentally collected torques and the expected torques coming from the parametric dynamic model (including the inertias, the centres of gravity and the Coulomb and viscous friction coefficients). The optimization routine results the specification of a representative dynamic robot model. This dynamic robot model is inserted as a dynamic constraint into an optimal control problem, where other physical constraint are added i.e. the limited workspace, the joint velocities and acceleration constraints. A non-linear optimization using sequential quadratic solver is used to minimize a cost function based on the execution time or the energy consumption. The resulting time or energy optimal path is translated into custom robot commands. The systematic methodology is validated on an IRB1600 industrial ABB robot performing a custom pick-and-place operation. The obtained dynamic robot model is given and compared to the collected measurements. To demonstrate the possibility of energy saving by ’intelligently’ programming a robot trajectory the energy and time optimal path are generated taking all physical constraints into account. Preliminary results show a significant time and energy improvement (up to 10 %) compared to the trajectories generated by the ABB software.",,,,,,,,,,,,,,,https://lirias.kuleuven.be/1674749,2020-03-27 15:18:23,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Wardoyo, Siswo","Saepul, Jajang","Pramudyo, Anggoro Suryo Pramudyo Suryo",,,,"Rancang Bangun Alat Uji Karakteristik Motor DC Servo, Battery, dan Regulator untuk Aplikasi Robot Berkaki",Setrum : Sistem Kendali-Tenaga-elektronika-telekomunikasi-komputer,111-116,2016,2016/03/21,,150.107.142.250,C:\Users\StanS\Zotero\storage\ANZWK5J7\Wardoyo et al. - 2016 - Rancang Bangun Alat Uji Karakteristik Motor DC Ser.pdf,C:\Users\StanS\Zotero\storage\6DI6PH6G\490.html,,,Setrum : Sistem Kendali-Tenaga-elektronika-telekomunikasi-komputer,2,2,2,,,,,,,,,,Robot,Karakteristik,Motor DC Servo.,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36055/setrum.v2i2.490,"Perancangan Robot berkaki untuk ajang perlombaan kontes robot Indonesia diperlukan perencanaan yang matang agar robot berkaki yang dibuat mampu bersaing dan memiliki performance yang baik dalam perlombaan. Beberapa permasalahan yang pernah terjadi dalam ajang kontes robot Indonesia divisi berkaki akibat pemilihan komponen elektronika yang kurang tepat yaitu motor DC servo yang digunakan mudah rusak akibat kelebihan beban, serta waktu robot berkaki yang hanya beberapa menit saja untuk mampu bertanding. Oleh karena itu dipandang perlu sebuah alat yang dirancang untuk melihat dan mengamati karakteristik dari suatu motor DC servo, serta sumber daya dan regulator yang cocok agar didapat performance motor DC servo yang baik pada penggunaannya. Hasil perancangan dari alat uji karakteristik motor DC servo yang dirancang adalah battery Li-Po dengan nilai discharge terkecil yaitu 20-30C memiliki lifetime battery yang lebih lama. Regulator UBEC memiliki performance yang lebih baik dari regulator LM317. Motor DC servo Hitec HS-322HD mampu mengangkat beban lebih dari 2500gr dengan besar nilai torsi sebesar 0,25N.m, sedangkan motor DC servo Turnigy TGY-9018MG pada saat pengujian hanya mampu mengangkat beban 1800gr dengan besar nilai torsi sebesar 0,18N.m",,,,,,,,,,,,,,,http://150.107.142.250/index.php/jis/article/view/490,2020-03-27 15:18:50,2503-068X,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Akhlaghi, Vahid Eghbal","Gültekin, Hakan","Gürel, Sinan",,,,Energy conscious scheduling of a material handling robot in a manufacturing cell,,,2019,2019,,earsiv.etu.edu.tr,,C:\Users\StanS\Zotero\storage\KUFEBUKL\2967.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.rcim.2019.02.002,"In cyclic scheduling of material handling robots in manufacturing cells, a common approach is to minimize the cycle time objective, which is a measure of the throughput of the cell. In a typical robot move cycle, robot move times constitute a significant portion of the cycle time. During handling operations, robots consume significant amount of energy, which is determined by their speed, load and the distance they travel. In this paper, we propose considering robot speed decisions along with robot move sequencing decisions in a robotic cell scheduling problem. We study the trade-off between the cycle time and the energy consumption of a robot in a robotic cell which produces identical parts. In this cell, the robot loads and unloads the machines. Each machine performs a different operation on a part and the robot moves linearly along a track. We provide models to find efficient solutions for cycle time and robot energy consumption objectives in an m-machine robotic cell. In a case study for two machine robotic cell, we show that robot speed control can lead to significant savings in energy consumption.",,,,,,,,,,,,,,,http://earsiv.etu.edu.tr:80/xmlui/handle/20.500.11851/2967,2020-03-27 15:18:53,0736-5845,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,"Ventura, Cristina",,,,,,Theoretical and Experimental Development of a Photovoltaic Power System for Mobile Robot Applications,,,2012,2012-03-06,,,,C:\Users\StanS\Zotero\storage\4WW85LCW\1102.html,,,,,,,,,,,,,,Doctoral Thesis,Doctoral Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The primary goal of this work is the theoretical and experimental development of micro and mini systems for the photovoltaic production and the energy storage. 
Robotics platforms should be, as much as possible, autonomous and self-sufficient, also from the energetic point of view. To this aim, up to now, the best compromise appears to be the use of micro solar power systems with rechargeable batteries. The use of this strategy for supplying systems with limited size and mass, but nevertheless high power requirements, such as a mobile robot, has been first studied. The system taken as test-bed in the experiment is a bio-inspired mobile robot, called TriBot. 
First of all, a preliminary analysis of the feasibility of a photovoltaic system with batteries to supply this mobile robot has been done, considering the different solutions to place the PV cells on the robot structure, the different photovoltaic technologies and the power consumption of the robot, the conclusion is that, using the photovoltaic system here proposed, it is possible to increase the autonomy of the robot.
Since in the PV system here analyzed few solar cells can be employed, a very efficient charging system is an essential requisite. To this aim, a novel photovoltaic charge regulator, which uses the Fractional Open-Circuit Voltage MPPT method, is proposed. 
A typical stand-alone photovoltaic system includes a solar array, batteries, regulator and load. In order to model the whole system and to evaluate its performance, a Simulink model in Matlab environment has been developed. In the simulator, measured values of the radiation and the temperature have been used, Anyhow, it will be possible also to use predicted values of radiation and temperature.  
In this work, data given us by a weather forecast provider have been used. First of all the accuracy of these predicted data have been determined. Then, a method to classify each minute of a day as variable, cloudy, slightly cloudy or clear has been implemented. Using a neural network, a correlation between the classification of a specific day and the error done has been found. The knowledge of the available energy, in fact, should allow to implement power saving strategies, optimizing the activities of the robot. 
Forecast and measured solar radiation are relative to the horizontal plane. However, the PV panel exposition is not assumed to be a control variable due to the fact that the robot can change its posture operating on uneven terrains. For these reasons, models are required to estimate the solar radiation on the plane of the PV array starting from the radiation on the horizontal plane. To this aim, Perez and Klucher models have been developed, these models require information at the same time on the global and the direct or diffuse radiation on the horizontal surface. Moreover, a neural network that allows to evaluate the global solar radiation on the tilted surface directly from the global solar radiation measured on the horizontal plane, without the need to slit it into the direct and diffuse components, has been developed.
Once that the solar radiation, measured or forecast, at any inclination and orientation are estimated; the power consumption of the robot and the efficiency of the charge regulator are known, all these information can be used in the Simulink model that, therefore, can become a very helpful tool to estimate the power production of the photovoltaic system and therefore the increase of the autonomy of the embedded systems used as load.",,,,,,,,,,,,,,,http://archivia.unict.it:8080/handle/10761/1102,2020-03-27 15:18:56,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Thesis,32,"WAHYUNI, TIARA TRI","Zarkasi, Ahmad","Ubaya, Huda",,,,DETEKSI WARNA KABEL POWER MENGGUNAKAN WEBCAM PADA ROBOT BERKAKI BERBASIS PROCESSOR ARM,,107,2018,2018-07-27,Sriwijaya University,repository.unsri.ac.id,C:\Users\StanS\Zotero\storage\XA8RDZF7\WAHYUNI et al. - 2018 - DETEKSI WARNA KABEL POWER MENGGUNAKAN WEBCAM PADA .pdf,C:\Users\StanS\Zotero\storage\UE76A45L\8241.html,,,,,,,,,,,,,,diploma,diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The four-legged robot that detects the power cable can be used as a bomb tamer when human
conditions cannot reach the area of the bomb. In the method of detecting the cable the writer
uses the conversion process from RGB colour image to HSV colour image obtained by
writing a mathematical formula to convert RGB to HSV color into python programming
language in OpenCV. After the Cable Is Detected, the Robot will execute cable cutting using
saw blades.Therefore, the authors took a research on the detection of power cables using a
webcam on legged robots based on ARM Processor as the final task material. The amount of
information that is obtained from this webcam will make the robot operate, which detects the
color of the power cable that is not only in its own environment but can depend on the
environment it faces.",,,,,,,,,,,,,,,http://repository.unsri.ac.id/8241/,2020-03-27 15:19:01,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
