,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,i1,i2,i3,i4,i5,e1,e2,e3,e4,e5
320,M6YDQVZI,journalArticle,2018.0,"Huang, Chiung-Wei; Huang, Chung-Hao; Hung, Yu-Hsiang; Chang, Cheng-Yuan",Sensing pipes of a nuclear power mechanism using low-cost snake robot,Advances in Mechanical Engineering,,,,,,2018,2020-03-29 15:06:27,2020-03-29 15:06:27,,1687814018781286,,6,10.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: SAGE Publications Sage UK: London, England",,C:\Users\StanS\Zotero\storage\7CXDB63K\1687814018781286.html; C:\Users\StanS\Zotero\storage\4657MNTK\1687814018781286.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
321,V9MHF2NT,journalArticle,,"Montambault, Serge; Pouliot, Nicolas",Design and Validation of a Mobile Robot for Power Line Inspection and Maintenance Line Inspection and Maintenance,,,,,,,,2020-03-29 15:06:27,2020-03-29 15:06:27,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Citeseer,,C:\Users\StanS\Zotero\storage\DJ5688VB\Montambault and Pouliot - Design and Validation of a Mobile Robot for Power .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
322,KD3UGA7Q,conferencePaper,2013.0,"Kırtay, Murat; Oztop, Erhan",Emergent emotion via neural computational energy conservation on a humanoid robot,2013 13th IEEE-RAS International Conference on Humanoid Robots (Humanoids),,,,,,2013,2020-03-29 15:06:27,2020-03-29 15:06:27,,450–455,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\P3YLET3F\7030013.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
323,R8KKES73,conferencePaper,2016.0,"Han, Sanghoon; Um, Sangwoo; Kim, Soohyun",Mechanical design of robot lower body based on four-bar linkage structure for energy efficient bipedal walking,"2016 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",,,,,,2016,2020-03-29 15:06:27,2020-03-29 15:06:27,,402–407,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\EMW684QJ\7784334.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
324,K32EPPJH,journalArticle,2016.0,"KIGUCHI, Kazuo; Gopura, RARC; HAYASHI, Yoshiaki; LI, Yang",The Effect of Impedance Parameters in 7DOF Upper-Limb Power-Assist Exoskeleton Robot,Electromyography (EMG),,,,,,2016,2020-03-29 15:07:06,2020-03-29 15:07:06,,6,,,1.0,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
325,LQ3JPBPA,journalArticle,2016.0,"Aamer, Najmuddin; Ramachandran, S.","Pipelined, High Speed, Low Power, Neural Network Controller for Autonomous Mobile Robot Navigation Using FPGA",International Journal of Innovative Technology and Exploring,,,,,,2016,2020-03-29 15:07:06,2020-03-29 15:07:06,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,"C:\Users\StanS\Zotero\storage\M3PMPISV\Aamer and Ramachandran - 2016 - Pipelined, High Speed, Low Power, Neural Network C.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
326,TIXQF5GC,conferencePaper,2013.0,"Muscolo, Giovanni Gerardo; Molfino, Rezia",TREEBOT: Tree Recovering Renewable Energy Robot,Conference Towards Autonomous Robotic Systems,,,,,,2013,2020-03-29 15:07:06,2020-03-29 15:07:06,,28–29,,,,,,TREEBOT,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5T4WI89I\978-3-662-43645-5_3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
327,9632ISY3,journalArticle,2008.0,"Li, W. Z.; Wang, J. D.; Sun, Ai-qin; Li, Qing",Design and the study of the control system of a power transmission line inspection robot,Manufacturing Automation,,,,,,2008,2020-03-29 15:07:06,2020-03-29 15:07:06,,79–82,,11,30.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\SDHM3Y52\CJFDTotal-JXGY200811021.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
328,IKEBEFVI,conferencePaper,2013.0,"Kumar, Siddhartha; Reddy, Varun; Prakash, Preejit; Aparna, P.","Fast Response Search and Rescue Robot, Assisted Low Power WSN Net for Navigation and Detection",2013 Texas Instruments India Educators' Conference,,,,,,2013,2020-03-29 15:07:06,2020-03-29 15:07:06,,12–17,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\UIGWIZFJ\6757108.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
329,IQX8JV6D,journalArticle,1992.0,"Nair, Satish S.",Modeling and simulation of a six-legged walking robot power system,Simulation,,,,,,1992,2020-03-29 15:07:06,2020-03-29 15:07:06,,185–195,,3,58.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: Sage Publications Sage CA: Thousand Oaks, CA",,C:\Users\StanS\Zotero\storage\BAB5N2DW\Nair - 1992 - Modeling and simulation of a six-legged walking ro.pdf; C:\Users\StanS\Zotero\storage\MIHFUSEV\003754979205800308.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
330,FPUVAHAC,journalArticle,2007.0,"Huang, Qingjiu; Ono, Kyosuke",Energy-efficient walking for biped robot using self-excited mechanism and optimal trajectory planning,Humanoid Robots: New Developments,,,,,,2007,2020-03-29 15:07:06,2020-03-29 15:07:06,,321,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: BoD–Books on Demand,,C:\Users\StanS\Zotero\storage\IWCA4JV7\Huang and Ono - 2007 - Energy-efficient walking for biped robot using sel.pdf; C:\Users\StanS\Zotero\storage\NS9DLEGP\books.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
331,5PVVLZXG,journalArticle,2016.0,"Elibol, Ercan; Calderon, Juan; Llofriu, Martin; Moreno, Wilfrido; Weitzenfeld, Alfredo",Analyzing and Reducing Energy Usage in a Humanoid Robot During Standing Up and Sitting Down Tasks,International Journal of Humanoid Robotics,,,,,,2016,2020-03-29 15:07:06,2020-03-29 15:07:06,,1650014,,04,13.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: World Scientific,,C:\Users\StanS\Zotero\storage\NCZ7PCCI\Elibol et al. - 2016 - Analyzing and Reducing Energy Usage in a Humanoid .pdf; C:\Users\StanS\Zotero\storage\D9J4QNJU\S0219843616500146.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
332,EWZ773WQ,journalArticle,2019.0,"Li, Bingxi; Moridian, Barzin; Kamal, Anurag; Patankar, Sharvil; Mahmoudian, Nina",Multi-robot mission planning with static energy replenishment,Journal of Intelligent & Robotic Systems,,,,,,2019,2020-03-29 15:07:06,2020-03-29 15:07:06,,745–759,,2,95.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\X8X4SIN7\s10846-018-0897-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
333,PUCG8ZR7,conferencePaper,2015.0,"Briot, Sébastien; Arakelian, Vigen",A new energy-free gravity-compensation adaptive system for balancing of 4-DOF robot manipulators with variable payloads,,,,,,,2015,2020-03-29 15:07:06,2020-03-29 15:07:06,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\73KJAE3Q\Briot and Arakelian - 2015 - A new energy-free gravity-compensation adaptive sy.pdf; C:\Users\StanS\Zotero\storage\DI3QPDD9\hal-01160827.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
334,IFUFV8HS,conferencePaper,2011.0,"Qin, Guangle; Zhu, Hua",Hybrid power supply of rescue robot based on supercapacitors,2011 Second International Conference on Mechanic Automation and Control Engineering,,,,,,2011,2020-03-29 15:07:21,2020-03-29 15:07:21,,1350–1353,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\UCKYHSQW\5987194.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
335,BTWF77TN,journalArticle,2019.0,"Paul, Sarbajit; Chang, Junghwan",Design of novel electromagnetic energy harvester to power a deicing robot and monitoring sensors for transmission lines,Energy Conversion and Management,,,,,,2019,2020-03-29 15:07:21,2020-03-29 15:07:21,,111868,,,197.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\PQ5VY6PX\S0196890419308507.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
336,GFZHBJR3,conferencePaper,2014.0,"Pavani, Renan A.; Scaff, William; Miguel, Danilo S.; Matsumura, Celso T.; Hirakawa, André R.; Horikawa, Oswaldo; da Silva, José Francisco Resende",Double conical wheels based mobile robot for aerial power distribution lines inspection,Proceedings of the 2014 3rd International Conference on Applied Robotics for the Power Industry,,,,,,2014,2020-03-29 15:07:21,2020-03-29 15:07:21,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\C43HSERX\7030050.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
337,LRWUSKG8,journalArticle,2019.0,"Baums, Aldis",Mobile Robot Performance at Restricted Energy and Autonomy,Automatic Control and Computer Sciences,,,,,,2019,2020-03-29 15:07:21,2020-03-29 15:07:21,,90–95,,1,53.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\ZCBG4TZM\S0146411619010048.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
338,KP32RZ5Y,journalArticle,2010.0,"Li, Yan; Mac Namee, Brian; Kelleher, J. D.",Navigating the corridors of power: using RFID and compass sensors for robot localisation and navigation,The 11th Towards Autonomous Robotic Systems (TAROS 2010),,,,,,2010,2020-03-29 15:07:21,2020-03-29 15:07:21,,,,,,,,Navigating the corridors of power,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\B2EDZMGA\Li et al. - 2010 - Navigating the corridors of power using RFID and .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
339,BWN46WPZ,journalArticle,2014.0,"Lukic, Milan; Barnawi, Ahmed; Stojmenovic, Ivan",Robot coordination for energy-balanced matching and sequence dispatch of robots to events,IEEE Transactions on Computers,,,,,,2014,2020-03-29 15:07:21,2020-03-29 15:07:21,,1416–1428,,5,64.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\MMYGLTTI\6827922.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
340,5ZI2F2IQ,conferencePaper,2019.0,"Roberts, Sonia; Koditschek, Daniel E.",Mitigating energy loss in a robot hopping on a physically emulated dissipative substrate,2019 International Conference on Robotics and Automation (ICRA),,,,,,2019,2020-03-29 15:07:21,2020-03-29 15:07:21,,6763–6769,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\2JQ4E77S\Roberts and Koditschek - 2019 - Mitigating energy loss in a robot hopping on a phy.pdf; C:\Users\StanS\Zotero\storage\97EIL29P\8793781.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
341,59IVA3EC,conferencePaper,2012.0,"Ackerman, Jeffrey; Da, Xingye; Seipel, Justin",Energy efficiency of legged robot locomotion with elastically-suspended loads over a range of suspension stiffnesses,ASME 2012 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference,,,,,,2012,2020-03-29 15:07:21,2020-03-29 15:07:21,,1153–1159,,,,,,,,,,,American Society of Mechanical Engineers Digital Collection,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\VFRFQHJM\255669.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
342,DWXWWHR8,journalArticle,2012.0,"Guo, L. I. N.; Wei-chao, L. I.",Overview on obstacle recognition of power transmission line inspection robot,Journal of Zhengzhou University of Light Industry (Natural Science),,,,,,2012,2020-03-29 15:07:21,2020-03-29 15:07:21,,25,,3,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\QD2MTJIK\CJFDTotal-ZZQB201203025.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
343,6GU9RGHS,conferencePaper,2009.0,"Li, Zheng; Yi, Ruan",Control algorithm of an autonomous obstacles negotiating inspection robot for power transmission lines,2009 First International Conference on Information Science and Engineering,,,,,,2009,2020-03-29 15:07:21,2020-03-29 15:07:21,,3756–3759,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5S8PRG4U\5455591.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
344,8H4LRH6I,conferencePaper,2016.0,"Benkrid, Abdenour; Benallegue, Abdelaziz; Achour, Noura",Robot's energy consumption based multi-robot exploration strategy,2016 IEEE International Conference on Robotics and Biomimetics (ROBIO),,,,,,2016,2020-03-29 15:07:38,2020-03-29 15:07:38,,1129–1134,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\227V5WD7\7866477.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
345,KHD94ZAQ,conferencePaper,2017.0,"Ordóñez, Laura M.; Solarte, John E.; Krut, Sébastien; Vivas, Andrés",Simulation and energy consumption analysis of a parallel robot,2017 IEEE 3rd Colombian Conference on Automatic Control (CCAC),,,,,,2017,2020-03-29 15:07:38,2020-03-29 15:07:38,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\J5CE2YW4\8276417.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
346,9BFFNEFE,journalArticle,2006.0,"Hegao, PANG Ming ZHAO Jie CAI",GAIT ENERGY OPTIMIZATION OF THREE-LIMBED ROBOT BASED ON GENERATION ALGORITHM,Chinese Journal of Mechanical Engineering,,,,,,2006,2020-03-29 15:07:38,2020-03-29 15:07:38,,S1,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\PSERPHUI\CJFDTotal-JXXB2006S1008.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
347,FGQ7BA8Y,journalArticle,2015.0,"Fu, Wei Xing-wei; Wu, Gongping; Zhou, Peng; Yu, Na",Energy-consumption estimation of inspection robot based on Kalman filter,Journal of Zhejiang University (Engineering Science),,,,,,2015,2020-03-29 15:07:38,2020-03-29 15:07:38,,9,,4,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\7GD8SFCV\CJFDTotal-ZDZC201504009.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
348,7VC49UL9,conferencePaper,2017.0,"Riazi, Sarmad; Bengtsson, Kristofer; Lennartson, Bengt",From trapezoid to polynomial: Next-generation energy-efficient robot trajectories,2017 13th IEEE Conference on Automation Science and Engineering (CASE),,,,,,2017,2020-03-29 15:07:38,2020-03-29 15:07:38,,1191–1195,,,,,,From trapezoid to polynomial,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\6NPG9X6T\8256265.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
349,7WLQTN7T,journalArticle,2006.0,"DING, Hongchang; WANG, Jidai; YANG, Qianming; WANG, Qiong",Development of Automatic Inspection Robot for the Power Transmission Lines,Modern manufacturing technology and equipment,,,,,,2006,2020-03-29 15:07:38,2020-03-29 15:07:38,,10–12,,,4.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\DNABQIUN\CJFDTotal-SDJI200604011.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
350,I686QJMM,journalArticle,2019.0,"Rahman, Akhlaqur; Jin, Jiong; Rahman, Ashfaqur; Cricenti, Antonio; Afrin, Mahbuba; Dong, Yu-ning",Energy-efficient optimal task offloading in cloud networked multi-robot systems,Computer Networks,,,,,,2019,2020-03-29 15:07:38,2020-03-29 15:07:38,,11–32,,,160.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\SISMJLXU\Rahman et al. - 2019 - Energy-efficient optimal task offloading in cloud .pdf; C:\Users\StanS\Zotero\storage\DRQ65RIM\S1389128619306371.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
351,R6STTQGT,conferencePaper,2019.0,"Zhang, Qin; Ma, Jin; Wang, Jing",Application Research of Virtual Operation Robot in Smart Power Plant,2019 Chinese Automation Congress (CAC),,,,,,2019,2020-03-29 15:07:38,2020-03-29 15:07:38,,1736–1740,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\EVS4RIMA\8996343.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
352,UFW64SZT,conferencePaper,2010.0,"Jianping, Wang; Shan, Lu; Huanhuan, Wu; Anle, Mu",Design and implementation of switching power supply for wheeled mobile robot,2010 International Conference on Electrical and Control Engineering,,,,,,2010,2020-03-29 15:07:38,2020-03-29 15:07:38,,3543–3545,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\KYKTACUR\5630808.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
353,MX7MVVH5,journalArticle,2019.0,"Gürel, Sinan; Gultekin, Hakan; Akhlaghi, Vahid Eghbal",Energy conscious scheduling of a material handling robot in a manufacturing cell,Robotics and Computer-Integrated Manufacturing,,,,,,2019,2020-03-29 15:07:38,2020-03-29 15:07:38,,97–108,,,58.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\XUKDMQIT\S0736584518303739.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
354,8KEKKECS,conferencePaper,2011.0,"Shin, Dae Seob; Lee, Hyeongcheol",A study on precognition of walking patterns for a power assist robot legs,"2011 11th International Conference on Control, Automation and Systems",,,,,,2011,2020-03-29 15:07:55,2020-03-29 15:07:55,,1045–1047,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\6FYMNL55\6106312.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
355,3X66PMMD,journalArticle,2018.0,"Dombrowski, Uwe; Stefanak, Tobias; Reimer, Anne",Simulation of human-robot collaboration by means of power and force limiting,Procedia Manufacturing,,,,,,2018,2020-03-29 15:07:55,2020-03-29 15:07:55,,134–141,,,17.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\SVYU7ANZ\S2351978918311442.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
356,APZ3797Y,journalArticle,2014.0,"Maindalkar, Anuradha; Andhare, Gaurav",Smartphone Based Aquatic Environment Monitoring Robot with Optimal Battery Charging,International Journal,,,,,,2014,2020-03-29 15:07:55,2020-03-29 15:07:55,,,,12,4.0,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
357,V6YBBP5V,book,2010.0,"Giesemann, Carsten; Kemnitz, Günter",Developing a power supply solution for a mobile robot,,,,,,,2010,2020-03-29 15:07:55,2020-03-29 15:07:55,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publication Title: Ifi technical report series,,C:\Users\StanS\Zotero\storage\FI9E6PNF\Giesemann and Kemnitz - 2010 - Developing a power supply solution for a mobile ro.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
358,H52NTY2J,bookSection,1995.0,"Lewald, A.; Otter, M.; Grübel, G.",ANDECS Robot-Trajectory Optimization for State-Constrained Time-Optimal Control and Minimum Power Consumption,Integrated Systems Engineering,,,,,,1995,2020-03-29 15:07:55,2020-03-29 15:07:55,,101–106,,,,,,,,,,,Elsevier,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\YHZH7HV9\B9780080423616500192.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
359,5TAZ4NRF,journalArticle,2016.0,"Albalasie, Ahmad; Seliger, Guenther; Hanieh, Ahmed Abu",Using adaptive model predictive technique to control underactuated robot and minimize energy consumption,Procedia CIRP,,,,,,2016,2020-03-29 15:07:55,2020-03-29 15:07:55,,407–412,,,40.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\WBRTL7YF\S2212827116000950.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
360,UNZX5VS8,journalArticle,2015.0,"Yang, Xiaoxuan",Energy-saving control of multi-robot systems,,,,,,,2015,2020-03-29 15:07:55,2020-03-29 15:07:55,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\LMIW23QV\64196.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
361,ZCTE46UN,conferencePaper,2007.0,"Chia, Song H.; Su, Kuo L.; Wu, Chia J.; Jhuang, Jheng S.",Develop a Power Detection and Diagnosis Modular for Mobile Robot,2007 IEEE International Conference on Mechatronics,,,,,,2007,2020-03-29 15:07:55,2020-03-29 15:07:55,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\SSY7B8W2\4279983.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
