"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TXXQPXHI","journalArticle","2017","Roberts, Dustyn; Quacinella, Joseph; Kim, Joo H.","Energy expenditure of a biped walking robot: instantaneous and degree-of-freedom-based instrumentation with human gait implications","Robotica","","","","","","2017","2020-03-29 15:05:46","2020-03-29 15:05:46","","1054–1071","","5","35","","","Energy expenditure of a biped walking robot","","","","","","","","","","","","Google Scholar","","Publisher: Cambridge University Press","","C:\Users\StanS\Zotero\storage\BBUQJYMU\748F7A69881B87316931A50E83C69DC3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SZH5EC3","conferencePaper","2016","Yue, Xiang; Wang, Hongguang; Yang, Yingchun; Jiang, Yong","Geometric design of an inspection robot for 110kV power transmission lines","2016 4th International Conference on Applied Robotics for the Power Industry (CARPI)","","","","","","2016","2020-03-29 15:05:46","2020-03-29 15:05:46","","1–5","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\B5ULF68H\7745636.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJGG6B28","conferencePaper","2013","Chen, Xianbao; Gao, Feng; Qi, Chenkun; Tian, Xinghua; Zhang, Jiaqi","Energy Storing Mechanism for a New Hydraulic-Motor Actuated Robot","ASME 2013 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference","","","","","","2013","2020-03-29 15:05:46","2020-03-29 15:05:46","","","","","","","","","","","","","American Society of Mechanical Engineers Digital Collection","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\KXQDFCW9\255515.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA4XMVZQ","journalArticle","2010","Yao-nan, JIANG Wen-hui WANG; Yuan-li, TAN Lei ZHOU","Design and Implement of Control System for De-icing Robot of Power Transmission Lines","Microcomputer Information","","","","","","2010","2020-03-29 15:05:46","2020-03-29 15:05:46","","60","","32","2010","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\HV57F7ZF\CJFDTotal-WJSJ201032060.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96A75SGF","journalArticle","2014","Bonami, Pierre; Olivares, Alberto; Staffetti, Ernesto","Energy-optimal multi-goal motion planning for planar robot manipulators","Journal of Optimization Theory and Applications","","","","","","2014","2020-03-29 15:06:06","2020-03-29 15:06:06","","80–104","","1","163","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\StanS\Zotero\storage\CT6TBA28\s10957-013-0516-0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZ9PWX8U","journalArticle","2010","Ugasciny Arumugam, Ugasciny","Inspection Robot for Power Line","","","","","","","2010","2020-03-29 15:06:06","2020-03-29 15:06:06","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Universiti Teknologi Petronas","","C:\Users\StanS\Zotero\storage\WQVQ2MUI\1272.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPSGIR4V","journalArticle","2019","Young, Sierra N.; Kayacan, Erkan; Peschel, Joshua M.","Design and field evaluation of a ground robot for high-throughput phenotyping of energy sorghum","Precision Agriculture","","","","","","2019","2020-03-29 15:06:06","2020-03-29 15:06:06","","697–722","","4","20","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\StanS\Zotero\storage\62KLFU6K\s11119-018-9601-6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9S9IG6UZ","journalArticle","2011","Fung, Rong-Fong; Cheng, Yi-Hsin","An minimum-energy-based high-degree polynomial trajectory planning and tracking control for an LCD glass-handling robot","Int J Intell Eng Syst","","","","","","2011","2020-03-29 15:06:06","2020-03-29 15:06:06","","1–10","","4","4","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\I36XBY6T\Fung and Cheng - 2011 - An minimum-energy-based high-degree polynomial tra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJT5U2WS","conferencePaper","2007","Alonso, O.; Casanova, R.; Sanuy, A.; Diéguez, A.; Samitier, J.","A low power optical interface for inter-robot communication in a swarm of microrobots","Proceedings of the 11th Conference on Proceedings of the 11th WSEAS International Conference on Circuits-Volume 11","","","","","","2007","2020-03-29 15:06:06","2020-03-29 15:06:06","","143–146","","","","","","","","","","","World Scientific and Engineering Academy and Society (WSEAS)","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTK7SYE8","journalArticle","2015","Shi, Yu; Yan, Guozheng; Chen, Wenwen; Zhu, Bingquan","Micro-intestinal robot with wireless power transmission: design, analysis and experiment","Computers in biology and medicine","","","","","","2015","2020-03-29 15:06:06","2020-03-29 15:06:06","","343–351","","","66","","","Micro-intestinal robot with wireless power transmission","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\YV3HFW4X\S0010482515002036.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXPLUKGM","conferencePaper","2012","Roy, Shibendu Shekhar; Pratihar, Dilip Kumar","Dynamic modeling of energy efficient crab walking of hexapod robot","Applied Mechanics and Materials","","","","","","2012","2020-03-29 15:06:06","2020-03-29 15:06:06","","2730–2739","","","110","","","","","","","","Trans Tech Publ","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\EFYIA3D9\Roy and Pratihar - 2012 - Dynamic modeling of energy efficient crab walking .pdf; C:\Users\StanS\Zotero\storage\RXIJ8Z9C\AMM.110-116.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8KWDAB5","conferencePaper","2011","Monje, Concepción A.; Martínez, Santiago; Jardón, Alberto; Pierro, Paolo; Balaguer, Carlos; Muñoz, Delia","Full-size humanoid robot TEO: Design attending mechanical robustness and energy consumption","2011 11th IEEE-RAS International Conference on Humanoid Robots","","","","","","2011","2020-03-29 15:06:06","2020-03-29 15:06:06","","325–330","","","","","","Full-size humanoid robot TEO","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\KPKS8BC2\6100835.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQ3AIRXK","patent","2018","Cohen, David A.; Ozick, Daniel N.; Vu, Clara; Lynch, James; Mass, Philip R.","Autonomous robot auto-docking and energy management systems and methods","","","","","","","2018-04-03","2020-03-29 15:06:06","2020-03-29 15:06:06","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\LHDX9G3E\Cohen et al. - 2018 - Autonomous robot auto-docking and energy managemen.pdf; C:\Users\StanS\Zotero\storage\LX8ZNSRT\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD4UE7VQ","conferencePaper","2010","Ichiyanagi, Takayuki; Ito, Shiro; Ito, Tatsuya; Ito, Yuta; Suzuki, Takahito; Kazino, Masashi; Tatsuno, Kyoichi","CG simulator for a semi-autonomous remote power distribution line maintenance robot-installation of a transformer","2010 International Symposium on Micro-NanoMechatronics and Human Science","","","","","","2010","2020-03-29 15:06:06","2020-03-29 15:06:06","","220–225","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\9SM4WVZD\5669532.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBIPEM7A","conferencePaper","2007","Shen, Huanghuan; Song, Quanjun; Deng, Xiaohong; Zhao, Yibo; Yu, Yong; Ge, Yunjian","Recognition of phases in sit-to-stand motion by Neural Network Ensemble (NNE) for power assist robot","2007 IEEE International Conference on Robotics and Biomimetics (ROBIO)","","","","","","2007","2020-03-29 15:06:27","2020-03-29 15:06:27","","1703–1708","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\MJTA9MQ4\4522422.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFCHMYMI","conferencePaper","2015","Rabenorosoa, Kanty; Rakotondrabe, Micky","Performances analysis of piezoelectric cantilever based energy harvester devoted to mesoscale intra-body robot","Next-Generation Robotics II; and Machine Intelligence and Bio-inspired Computation: Theory and Applications IX","","","","","","2015","2020-03-29 15:06:27","2020-03-29 15:06:27","","94940E","","","9494","","","","","","","","International Society for Optics and Photonics","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3G3BVI5B\Rabenorosoa and Rakotondrabe - 2015 - Performances analysis of piezoelectric cantilever .pdf; C:\Users\StanS\Zotero\storage\2XC66YQ4\12.2186825.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54C3QVRU","conferencePaper","2016","Banas, W.; Gwiazda, A.; Monica, Z.; Sekala, A.; Foit, K.","Analysis of the position of robotic cell components and its impact on energy consumption by robot","IOP Conference Series: Materials Science and Engineering","","","","","","2016","2020-03-29 15:06:27","2020-03-29 15:06:27","","052017","","","145","","","","","","","","IOP Publishing","","","","","","","Google Scholar","","Issue: 5","","C:\Users\StanS\Zotero\storage\S3ENA96D\Banas et al. - 2016 - Analysis of the position of robotic cell component.pdf; C:\Users\StanS\Zotero\storage\VKIK49B6\meta.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YDK2YRS","journalArticle","2017","Yue, Xiang; Wang, Hongguang; Jiang, Yong","A novel 110 kV power line inspection robot and its climbing ability analysis","International Journal of Advanced Robotic Systems","","","","","","2017","2020-03-29 15:06:27","2020-03-29 15:06:27","","1729881417710461","","3","14","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\4LQR957J\1729881417710461.html; C:\Users\StanS\Zotero\storage\B9UGACUZ\1729881417710461.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RJXFZVR","journalArticle","2013","Cho, Baek-Kyu; Kim, Jung-Hoon; Oh, Jun-Ho","Balancing strategy using the principle of energy conservation for a hopping humanoid robot","International Journal of Humanoid Robotics","","","","","","2013","2020-03-29 15:06:27","2020-03-29 15:06:27","","1350020","","03","10","","","","","","","","","","","","","","","Google Scholar","","Publisher: World Scientific","","C:\Users\StanS\Zotero\storage\Z8NNIB3G\S0219843613500205.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JC8GJ2G7","journalArticle","2013","SONG, Shu-Wei; RUAN, Yi; LI, Zheng","Obstacle-naviga tion control of automatic inspection robot for extra high voltage power lines based on multi-sensor","Machine Tool & Hydraulics","","","","","","2013","2020-03-29 15:06:27","2020-03-29 15:06:27","","51–54","","7","41","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\LYYQB4RP\CJFDTotal-JCYY201307017.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6YDQVZI","journalArticle","2018","Huang, Chiung-Wei; Huang, Chung-Hao; Hung, Yu-Hsiang; Chang, Cheng-Yuan","Sensing pipes of a nuclear power mechanism using low-cost snake robot","Advances in Mechanical Engineering","","","","","","2018","2020-03-29 15:06:27","2020-03-29 15:06:27","","1687814018781286","","6","10","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\7CXDB63K\1687814018781286.html; C:\Users\StanS\Zotero\storage\4657MNTK\1687814018781286.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9MHF2NT","journalArticle","","Montambault, Serge; Pouliot, Nicolas","Design and Validation of a Mobile Robot for Power Line Inspection and Maintenance Line Inspection and Maintenance","","","","","","","","2020-03-29 15:06:27","2020-03-29 15:06:27","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Citeseer","","C:\Users\StanS\Zotero\storage\DJ5688VB\Montambault and Pouliot - Design and Validation of a Mobile Robot for Power .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KD3UGA7Q","conferencePaper","2013","Kırtay, Murat; Oztop, Erhan","Emergent emotion via neural computational energy conservation on a humanoid robot","2013 13th IEEE-RAS International Conference on Humanoid Robots (Humanoids)","","","","","","2013","2020-03-29 15:06:27","2020-03-29 15:06:27","","450–455","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\P3YLET3F\7030013.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
